Region, p-Value Sample, p-Value Modified, p-Value Sample (Orig.), p-Value Modified (Orig.), Rep.Score, Imputation Delta, Mean (Sample))
Eastern Mediterranean, 0.7406142764453023, 0.9807849370497553, 0.67659213122589, 0.8439634561944579, 0.67659213122589, 1.317283934749426, 17.048181818181817
South-East Asia, 0.1253449643015524, 0.9766116412805055, 0.041827797943688294, 0.5977090934238072, 0.041827797943688294, 13.474646537676708, 31.314285714285713
Americas+South-East Asia, 0.9569068444337276, 0.7384956458232181, 0.45504476912332725, 0.4244801917235368, 0.45504476912332725, 3.774320093295586, 17.053333333333335
South-East Asia+Western Pacific, 0.8231484128274982, 0.8850506856242415, 0.9991921807695562, 0.8522948017737256, 0.9991921807695562, 9.74366773262307, 18.248666666666672
Africa+South-East Asia, 5.74145523457581e-07, 0.585924049715173, 1.41445202661572e-07, 0.1600985605498293, 1.41445202661572e-07, 15.20488577381516, 34.296944444444456
Americas+Eastern Mediterranean, 0.4987239369987777, 0.5732495207147662, 0.09523065312871237, 0.08628219492153655, 0.09523065312871237, 2.927112061689991, 14.730465116279069
Europe+South-East Asia, 0.005902567282181748, 0.8363802834987084, 0.02657810197496835, 0.6103307211793039, 0.02657810197496835, 3.6038431938667532, 13.650227272727273
Eastern Mediterranean+Europe, 0.006367592493167429, 0.6099232247962931, 0.022067746086219198, 0.676278635027465, 0.022067746086219198, 5.051081457344907, 11.852916666666667
Western Pacific, 0.8069024295464713, 0.999999935738096, 0.5879490073647047, 0.8705535545549875, 0.5879490073647047, 4.249935512912957, 14.272173913043478
Europe, 0.00021327307901053416, 0.7826173094378069, 0.0015383039066336757, 0.9834459816479595, 0.0015383039066336757, 8.175368979082299, 10.308378378378377
Africa+Eastern Mediterranean, 9.048859623594918e-05, 0.8556682666846451, 0.00040249241880463416, 0.6979071460817605, 0.00040249241880463416, 6.4938352299844375, 30.075499999999998
Eastern Mediterranean+South-East Asia, 0.3092338292222194, 0.8080043324429659, 0.5582921287730753, 0.8215066787759475, 0.5582921287730753, 1.73797464390222, 22.596111111111114
Africa+Western Pacific, 0.004093438080900125, 0.9923666386596608, 0.012400499663511644, 0.7509614745314919, 0.012400499663511644, 6.4099409049992495, 25.841346153846157
Africa, 2.456010245177609e-07, 0.3580958287377942, 5.32722200019542e-07, 0.34982650212183275, 5.32722200019542e-07, 16.25196604934953, 35.016896551724145
Europe+Western Pacific, 0.005849860638514337, 0.9109709476730408, 0.008510484747376368, 0.4290535094615854, 0.008510484747376368, 7.47436197919899, 11.827833333333333
Americas+Europe, 0.013154143049988631, 0.28681135741194175, 0.029257162194695097, 0.2478439300286448, 0.029257162194695097, 6.323255942116415, 11.989710144927534
Africa+Europe, 0.8642760715268496, 0.41972935962978286, 0.3301807281341481, 0.6041024041612205, 0.3301807281341481, 2.718954303972506, 21.165151515151514
Africa+Americas, 0.03310584430812469, 0.9996093531683223, 0.05104633809381798, 0.39170587969416637, 0.05104633809381798, 0.13221609777577115, 23.956885245901642
Eastern Mediterranean+Western Pacific, 0.880423575145749, 0.9627775927678333, 0.3609546525540046, 0.5396168280412994, 0.3609546525540046, 1.8168665208339085, 15.170294117647058
Americas+Western Pacific, 0.3890243407981401, 0.9160398594881123, 0.12604631059681126, 0.3187025337422519, 0.12604631059681126, 4.461075280509084, 14.075272727272727
Americas, 0.37037744858875965, 0.8607316514100815, 0.0997492758569366, 0.24648990228929168, 0.0997492758569366, 4.7752453683791565, 13.933750000000002

Proxy-Score (PCC): (-0.8259023842254052, 6.605949935215619e-36)
Proxy-Score Sample: 0.9047619047619048
Proxy-Score Modified Sample: 1.0
Proxy-Score Total: 0.9523809523809523

Modified is Improvement (Proxy): 0.9047619047619048
Modified is Improvement (Original): 0.8571428571428571

Representativeness of Initial Sample: 0.21346959232020404

Avg. Mean (Sample): 19.448777344043904
