,Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,FactCommentsr,Languager,DateModifiedr
20,Kazakhstan,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,KAZ,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,119427,,,92960,,139700,119 000 [93 000-140 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,KAZ,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,12489.0,,,9138.0,,15911.0,12 489 [9138-15 911],,,EN,2024-10-02T22:00:00.000Z
22,Hungary,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,HUN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,121502,,,100679,,147004,122 000 [101 000-147 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,HUN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,9636.0,,,6715.0,,12244.0,9636 [6715-12 244],,,EN,2024-10-02T22:00:00.000Z
23,Netherlands (Kingdom of the),NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,NLD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,124906,,,94558,,163035,125 000 [94 600-163 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,NLD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,5734.0,,,4066.0,,7591.0,5734 [4066-7591],,,EN,2024-10-02T22:00:00.000Z
29,Estonia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,EST,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,13983,,,10976,,17704,14 000 [11 000-17 700],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,EST,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,460.6,,,258.5,,655.8,461 [259-656],,,EN,2024-10-02T22:00:00.000Z
42,Uzbekistan,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,UZB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,170625,,,130711,,191635,171 000 [131 000-192 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,UZB,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,23681.0,,,17571.0,,29646.0,23 681 [17 571-29 646],,,EN,2024-10-02T22:00:00.000Z
43,Slovenia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,SVN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,18004,,,13954,,23648,18 000 [14 000-23 600],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,SVN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1102.0,,,797.8,,1389.0,1102 [798-1389],,,EN,2024-10-02T22:00:00.000Z
44,Morocco,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,MAR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,180357,,,109336,,282466,180 000 [109 000-282 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,MAR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,19344.0,,,13363.0,,25118.0,19 344 [13 363-25 118],,,EN,2024-10-02T22:00:00.000Z
46,Jordan,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,JOR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,19788,,,12316,,28309,19 800 [12 300-28 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,JOR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1938.0,,,1484.0,,2355.0,1938 [1484-2355],,,EN,2024-10-02T22:00:00.000Z
50,Iceland,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,ISL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,2053,,,1512,,2739,2050 [1510-2740],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,ISL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,56.64,,,32.51,,84.74,57 [33-85],,,EN,2024-10-02T22:00:00.000Z
51,North Macedonia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,MKD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,21845,,,16156,,28963,21 800 [16 200-29 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,MKD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2085.0,,,1576.0,,2637.0,2085 [1576-2637],,,EN,2024-10-02T22:00:00.000Z
53,Lebanon,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,LBN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,22813,,,14828,,35854,22 800 [14 800-35 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,LBN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3716.0,,,2633.0,,4752.0,3716 [2633-4752],,,EN,2024-10-02T22:00:00.000Z
57,Romania,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,ROU,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,230704,,,189727,,280170,231 000 [190 000-280 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,ROU,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,20885.0,,,14825.0,,26733.0,20 885 [14 825-26 733],,,EN,2024-10-02T22:00:00.000Z
60,Armenia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,ARM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,24411,,,20232,,28482,24 400 [20 200-28 500],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,ARM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3165.0,,,2334.0,,3954.0,3165 [2334-3954],,,EN,2024-10-02T22:00:00.000Z
63,Tajikistan,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,TJK,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,25092,,,16102,,36768,25 100 [16 100-36 800],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,TJK,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,6591.0,,,5047.0,,8220.0,6591 [5047-8220],,,EN,2024-10-02T22:00:00.000Z
64,Latvia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,LVA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,25350,,,21384,,32334,25 300 [21 400-32 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,LVA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2109.0,,,1434.0,,2754.0,2109 [1434-2754],,,EN,2024-10-02T22:00:00.000Z
65,Libya,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,LBY,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,25613,,,13948,,40632,25 600 [13 900-40 600],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,LBY,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2269.0,,,1495.0,,2982.0,2269 [1495-2982],,,EN,2024-10-02T22:00:00.000Z
72,Turkmenistan,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,TKM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,28068,,,20555,,37297,28 100 [20 600-37 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,TKM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3285.0,,,2344.0,,4247.0,3285 [2344-4247],,,EN,2024-10-02T22:00:00.000Z
73,Kyrgyzstan,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,KGZ,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,28483,,,19099,,29222,28 500 [19 100-29 200],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,KGZ,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3455.0,,,2620.0,,4393.0,3455 [2620-4393],,,EN,2024-10-02T22:00:00.000Z
81,Ireland,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,IRL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,29247,,,21391,,38118,29 200 [21 400-38 100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,IRL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1116.0,,,737.1,,1516.0,1116 [737-1516],,,EN,2024-10-02T22:00:00.000Z
85,Republic of Moldova,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,MDA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,30921,,,23564,,35660,30 900 [23 600-35 700],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,MDA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3361.0,,,2202.0,,4442.0,3361 [2202-4442],,,EN,2024-10-02T22:00:00.000Z
86,Qatar,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,QAT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,3012,,,1783,,4840,3010 [1780-4840],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,QAT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,428.9,,,332.2,,516.6,429 [332-517],,,EN,2024-10-02T22:00:00.000Z
87,Albania,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,ALB,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,31562,,,23041,,47935,31 600 [23 000-47 900],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,ALB,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3037.0,,,2183.0,,3909.0,3037 [2183-3909],,,EN,2024-10-02T22:00:00.000Z
88,Iran (Islamic Republic of),NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,IRN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,313065,,,236964,,384066,313 000 [237 000-384 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,IRN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,33910.0,,,25816.0,,41439.0,33 910 [25 816-41 439],,,EN,2024-10-02T22:00:00.000Z
90,Malta,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,MLT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,3368,,,2568,,4655,3370 [2570-4660],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,MLT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,241.0,,,170.5,,308.5,241 [171-309],,,EN,2024-10-02T22:00:00.000Z
91,Lithuania,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,LTU,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,34842,,,29759,,44549,34 800 [29 800-44 500],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,LTU,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3177.0,,,2040.0,,4191.0,3177 [2040-4191],,,EN,2024-10-02T22:00:00.000Z
93,Norway,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,NOR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,35175,,,27715,,44006,35 200 [27 700-44 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,NOR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,972.9,,,607.3,,1415.0,973 [607-1415],,,EN,2024-10-02T22:00:00.000Z
94,Poland,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,POL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,359704,,,320423,,423918,360 000 [320 000-424 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,POL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,35974.0,,,26549.0,,44522.0,35 974 [26 549-44 522],,,EN,2024-10-02T22:00:00.000Z
95,Luxembourg,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,LUX,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,3667,,,2814,,4701,3670 [2810-4700],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,LUX,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,157.4,,,102.3,,210.8,157 [102-211],,,EN,2024-10-02T22:00:00.000Z
100,Israel,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,ISR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,38280,,,27571,,51129,38 300 [27 600-51 100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,ISR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2054.0,,,1599.0,,2545.0,2054 [1599-2545],,,EN,2024-10-02T22:00:00.000Z
101,Spain,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,ESP,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,382016,,,277986,,511101,382 000 [278 000-511 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,ESP,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,13911.0,,,9622.0,,18429.0,13 911 [9622-18 429],,,EN,2024-10-02T22:00:00.000Z
